"","isInterpolated","useMicroData","CountryCode","CountryName","RegionCode","CoverageType","RequestYear","DataYear","DataType","PPP","PovertyLine","Mean","HeadCount","PovGap","PovGapSqr","Watts","Gini","Median","pr.mld","Polarization","ReqYearPopulation","SvyInfoID","Decile1","Decile2","Decile3","Decile4","Decile5","Decile6","Decile7","Decile8","Decile9","Decile10"
"383",0,1,"DJI","Djibouti","XX","N",2002,2002,"X",101.4806,2.707197,134.1671,0.3810875,0.1298491,0.06147413,0.1844043,0.3999784,100.6446,0.2733941,-1,0.746221,"DJI_N2002X",0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
"384",1,1,"DJI","Djibouti","XX","N",2005,NA,"X",101.4806,2.707197,139.6335,0.3668428,0.1326878,0.06804663,0.2028695,-1,-1,-1,-1,0.783254,"DJI_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"385",1,1,"DJI","Djibouti","XX","N",2008,NA,"X",101.4806,2.707197,151.4479,0.3361019,0.1275789,0.06990748,0.2073046,-1,-1,-1,-1,0.822934,"DJI_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"386",1,1,"DJI","Djibouti","XX","N",2010,NA,"X",101.4806,2.707197,157.5618,0.3254617,0.1282149,0.07320495,0.215759,-1,-1,-1,-1,0.851146,"DJI_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"387",1,1,"DJI","Djibouti","XX","N",2011,NA,"X",101.4806,2.707197,160.9472,0.3193473,0.1284295,0.07474294,0.2195531,-1,-1,-1,-1,0.865937,"DJI_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"388",0,1,"DJI","Djibouti","XX","N",2012,2012,"X",101.4806,2.707197,164.8706,0.3137484,0.1282499,0.07601746,0.2224915,0.4513425,118.0851,0.3898007,-1,0.881185,"DJI_N2012X",0.01261,0.03015,0.04315,0.05447,0.06579,0.07861,0.09527,0.1166,0.1595,0.3439
"389",0,1,"DJI","Djibouti","XX","N",2013,2013,"X",101.4806,2.707197,147.2567,0.3584488,0.1404351,0.07477747,0.2187877,0.4412707,106.3989,0.3495465,-1,0.896688,"DJI_N2013X",0.01712,0.03209,0.04213,0.05473,0.06644,0.07913,0.09415,0.1146,0.1587,0.341
"390",1,1,"DJI","Djibouti","XX","N",2015,NA,"X",101.4806,2.707197,152.8754,0.3285348,0.1227028,0.06377643,0.1873169,-1,-1,-1,-1,0.927414,"DJI_N2013X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"391",0,0,"DOM","Dominican Republic","XX","N",1981,1986,"Y",20.74103,2.86896,405.412,0.113844,0.03930188,0.019927,0.05329746,0.477808,277.6032,0.4171547,0.4355326,5.943591,"DOM_N1986Y",0.01376,0.02547,0.03696,0.04878,0.06156,0.0762,0.0943,0.1194,0.1625,0.3611
"392",0,0,"DOM","Dominican Republic","XX","N",1984,1986,"Y",20.74103,2.86896,416.0623,0.1089417,0.03740807,0.01894597,0.05155749,0.477808,284.896,0.4171547,0.4355326,6.351572,"DOM_N1986Y",0.01376,0.02547,0.03696,0.04878,0.06156,0.0762,0.0943,0.1194,0.1625,0.3611
"393",1,0,"DOM","Dominican Republic","XX","N",1987,NA,"Y",20.74103,2.86896,373.4186,0.1634661,0.05688308,0.02741165,0.07879444,-1,-1,-1,-1,6.764624,"DOM_N1986Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"394",1,0,"DOM","Dominican Republic","XX","N",1990,NA,"Y",20.74103,2.86896,242.7261,0.2665334,0.09212627,0.04289478,0.131001,-1,-1,-1,-1,7.183647,"DOM_N1989Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"395",1,1,"DOM","Dominican Republic","XX","N",1993,NA,"Y",20.74103,2.86896,343.052,0.1295248,0.03976092,0.01896576,0.05161272,-1,-1,-1,-1,7.611465,"DOM_N1992Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"396",0,1,"DOM","Dominican Republic","XX","N",1996,1996,"Y",20.74103,2.86896,366.2063,0.1090005,0.03839162,0.0209373,0.05144497,0.4743444,245.9442,0.4225992,-1,8.029113,"DOM_N1996Y",0.01473,0.02829,0.0386,0.0489,0.0609,0.07398,0.09095,0.1165,0.1622,0.365
"397",1,1,"DOM","Dominican Republic","XX","N",1999,NA,"Y",20.74103,2.86896,424.1171,0.1050979,0.03900979,0.02116619,0.05170415,-1,-1,-1,-1,8.429112,"DOM_N1997Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"398",0,1,"DOM","Dominican Republic","XX","N",2002,2002,"Y",20.74103,2.86896,402.4531,0.1198088,0.04227311,0.02208565,0.06001287,0.4967752,257.3075,0.4586497,-1,8.832285,"DOM_N2002Y",0.01271,0.02518,0.03586,0.04662,0.05786,0.07193,0.0902,0.1157,0.1606,0.3833
"399",0,1,"DOM","Dominican Republic","XX","N",2005,2005,"Y",20.74103,2.86896,352.8938,0.1349946,0.0424314,0.01975666,0.05874186,0.4996821,219.3517,0.4454104,-1,9.237566,"DOM_N2005Y",0.01486,0.02616,0.03561,0.04562,0.0564,0.06932,0.08711,0.1122,0.1632,0.3895
"400",0,1,"DOM","Dominican Republic","XX","N",2008,2008,"Y",20.74103,2.86896,355.2986,0.1042168,0.02971519,0.01277501,0.0394511,0.4810917,228.6557,0.4038418,-1,9.63652,"DOM_N2008Y",0.01727,0.02854,0.03782,0.04767,0.05857,0.07134,0.08851,0.1139,0.1584,0.3779
"401",0,1,"DOM","Dominican Republic","XX","N",2010,2010,"Y",20.74103,2.86896,378.5187,0.09237036,0.0220795,0.008560645,0.02868549,0.473266,248.5172,0.3864165,-1,9.897985,"DOM_N2010Y",0.01799,0.02844,0.03791,0.0471,0.05825,0.07305,0.09165,0.1164,0.1638,0.3654
"402",0,1,"DOM","Dominican Republic","XX","N",2011,2011,"Y",20.74103,2.86896,383.1367,0.08236365,0.02318382,0.009883031,0.03173534,0.4770691,246.0619,0.3928621,-1,10.027095,"DOM_N2011Y",0.01768,0.02975,0.03824,0.04737,0.05802,0.07119,0.08991,0.1158,0.1571,0.3749
"403",0,1,"DOM","Dominican Republic","XX","N",2012,2012,"Y",20.74103,2.86896,366.3321,0.0846176,0.02285633,0.009427303,0.03100762,0.4613375,243.1081,0.3659682,-1,10.15495,"DOM_N2012Y",0.0185,0.03063,0.04014,0.05019,0.06055,0.0745,0.09063,0.1149,0.1594,0.3605
"404",0,1,"DOM","Dominican Republic","XX","N",2013,2013,"Y",20.74103,2.86896,386.9672,0.07474533,0.01890048,0.007377256,0.02485951,0.4765639,249.4232,0.3881321,-1,10.281296,"DOM_N2013Y",0.01863,0.02965,0.03871,0.04808,0.05868,0.07122,0.08762,0.111,0.1572,0.3792
"405",0,1,"DOM","Dominican Republic","XX","N",2015,2015,"Y",20.74103,2.86896,440.4238,0.04930433,0.01422248,0.006036546,0.01978536,0.4518164,301.3321,0.3540901,-1,10.528394,"DOM_N2015Y",0.01867,0.0314,0.0411,0.0514,0.06232,0.0752,0.09278,0.1166,0.162,0.3485
"406",0,0,"DZA","Algeria","XX","N",1981,1988,"X",31.77229,1.897957,238.9559,0.02645317,0.001879364,0.0001788536,0.002392297,0.4019491,177.8071,0.2817323,0.3079208,19.943664,"DZA_N1988X",0.027,0.03839,0.04869,0.05868,0.06898,0.08035,0.09398,0.1124,0.1434,0.3281
"407",0,0,"DZA","Algeria","XX","N",1984,1988,"X",31.77229,1.897957,248.3875,0.01930608,0.001050818,7.652399e-05,0.001113514,0.4019491,184.8252,0.2817323,0.3079208,21.893853,"DZA_N1988X",0.027,0.03839,0.04869,0.05868,0.06898,0.08035,0.09398,0.1124,0.1434,0.3281
"408",0,0,"DZA","Algeria","XX","N",1987,1988,"X",31.77229,1.897957,225.89,0.03753712,0.003524995,0.0004441934,0.003849321,0.4019491,168.0847,0.2817323,0.3079208,23.917897,"DZA_N1988X",0.027,0.03839,0.04869,0.05868,0.06898,0.08035,0.09398,0.1124,0.1434,0.3281
"409",1,0,"DZA","Algeria","XX","N",1990,NA,"X",31.77229,1.897957,209.0701,0.05196984,0.007376501,0.001592538,0.008735283,-1,-1,-1,-1,25.912367,"DZA_N1988X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"410",1,0,"DZA","Algeria","XX","N",1993,NA,"X",31.77229,1.897957,192.6304,0.06109705,0.0110318,0.00324175,0.0135647,-1,-1,-1,-1,27.786259,"DZA_N1988X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"411",1,0,"DZA","Algeria","XX","N",1996,NA,"X",31.77229,1.897957,182.1817,0.06416873,0.01289874,0.004299125,0.01582504,-1,-1,-1,-1,29.411415,"DZA_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"412",1,0,"DZA","Algeria","XX","N",1999,NA,"X",31.77229,1.897957,176.2399,0.05915373,0.01203152,0.004113673,0.01462253,-1,-1,-1,-1,30.765613,"DZA_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"413",1,0,"DZA","Algeria","XX","N",2002,NA,"X",31.77229,1.897957,192.6514,0.03669245,0.0074572,0.0027128,0.009196179,-1,-1,-1,-1,31.995046,"DZA_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"414",1,0,"DZA","Algeria","XX","N",2005,NA,"X",31.77229,1.897957,207.8678,0.02118825,0.004473021,0.001850313,0.005335462,-1,-1,-1,-1,33.288437,"DZA_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"415",1,0,"DZA","Algeria","XX","N",2008,NA,"X",31.77229,1.897957,224.895,0.01101879,0.002638749,0.001363675,0.002800306,-1,-1,-1,-1,34.860715,"DZA_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"416",1,0,"DZA","Algeria","XX","N",2010,NA,"X",31.77229,1.897957,238.8934,0.006468051,0.001849637,0.001177632,0.001779971,-1,-1,-1,-1,36.117637,"DZA_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"417",1,0,"DZA","Algeria","XX","N",2011,NA,"X",31.77229,1.897957,246.8967,0.004800168,0.001564841,0.001119812,0.001415515,-1,-1,-1,-1,36.819558,"DZA_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"418",0,0,"DZA","Algeria","XX","N",2012,2011.17,"X",31.77229,1.897957,252.9911,0.004293728,0.001468479,0.001097571,0.001290148,0.2761573,220.5809,0.1253313,0.2260456,37.565847,"DZA_N2011X",0.04046,0.05315,0.06358,0.07306,0.08239,0.09232,0.1039,0.119,0.1436,0.2286
"419",0,0,"DZA","Algeria","XX","N",2013,2011.17,"X",31.77229,1.897957,258.3454,0.004024581,0.001411565,0.00108293,0.001148641,0.2761573,225.2493,0.1253313,0.2260456,38.338562,"DZA_N2011X",0.04046,0.05315,0.06358,0.07306,0.08239,0.09232,0.1039,0.119,0.1436,0.2286
"420",0,0,"DZA","Algeria","XX","N",2015,2011.17,"X",31.77229,1.897957,267.6149,0.00362073,0.001325174,0.00106211,0.001068337,0.2761573,233.3312,0.1253313,0.2260456,39.871528,"DZA_N2011X",0.04046,0.05315,0.06358,0.07306,0.08239,0.09232,0.1039,0.119,0.1436,0.2286
"421",0,0,"ECU","Ecuador","XX","N",1981,1987,"Y",0.5472345,1.916375,233.5114,0.1706852,0.07043305,0.03905545,0.1116643,0.5049197,154.5379,0.4885518,0.4523506,8.183194,"ECU_N1987Y",0.01035,0.0225,0.0343,0.04632,0.05923,0.07393,0.09202,0.117,0.1599,0.3844
"422",0,0,"ECU","Ecuador","XX","N",1984,1987,"Y",0.5472345,1.916375,218.9859,0.1847453,0.07710635,0.04324375,0.1258949,0.5049197,144.9249,0.4885518,0.4523506,8.823751,"ECU_N1987Y",0.01035,0.0225,0.0343,0.04632,0.05923,0.07393,0.09202,0.117,0.1599,0.3844
"423",0,0,"ECU","Ecuador","XX","N",1987,1987,"Y",0.5472345,1.916375,225.5435,0.1781696,0.07398152,0.04127988,0.1179146,0.5049197,149.2647,0.4885518,0.4523506,9.504129,"ECU_N1987Y",0.01035,0.0225,0.0343,0.04632,0.05923,0.07393,0.09202,0.117,0.1599,0.3844
"424",1,1,"ECU","Ecuador","XX","N",1990,NA,"Y",0.5472345,1.916375,216.3765,0.1856423,0.07944401,0.04716016,0.1284609,-1,-1,-1,-1,10.218091,"ECU_N1987Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"425",1,1,"ECU","Ecuador","XX","N",1993,NA,"Y",0.5472345,1.916375,218.5343,0.1825955,0.07946795,0.04967829,0.1294173,-1,-1,-1,-1,10.951202,"ECU_N1987Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"426",1,1,"ECU","Ecuador","XX","N",1996,NA,"Y",0.5472345,1.916375,208.8858,0.1816949,0.07381999,0.04496157,0.1085584,-1,-1,-1,-1,11.683479,"ECU_N1994Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"427",0,1,"ECU","Ecuador","XX","N",1999,1999,"Y",0.5472345,1.916375,228.7991,0.2200902,0.09870352,0.06132245,0.1713589,0.5860199,121.0352,0.67899,-1,12.398691,"ECU_N1999Y",0.007399,0.01854,0.02817,0.03713,0.04768,0.05963,0.07598,0.1008,0.1461,0.4785
"428",1,1,"ECU","Ecuador","XX","N",2002,NA,"Y",0.5472345,1.916375,252.9047,0.1596688,0.0635082,0.03669607,0.09197245,-1,-1,-1,-1,13.07206,"ECU_N2000Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"429",0,1,"ECU","Ecuador","XX","N",2005,2005,"Y",0.5472345,1.916375,302.1385,0.122757,0.04681088,0.0261612,0.07245881,0.5309251,178.8151,0.5278067,-1,13.735233,"ECU_N2005Y",0.01051,0.02189,0.03177,0.04202,0.05309,0.06697,0.08544,0.1131,0.1635,0.4117
"430",0,1,"ECU","Ecuador","XX","N",2008,2008,"Y",0.5472345,1.916375,339.1823,0.0753557,0.02903366,0.01652768,0.04505535,0.4972596,215.9004,0.4566272,-1,14.447562,"ECU_N2008Y",0.01262,0.02564,0.03546,0.04589,0.05772,0.07124,0.08927,0.1164,0.1651,0.3807
"431",0,1,"ECU","Ecuador","XX","N",2010,2010,"Y",0.5472345,1.916375,361.8706,0.05733003,0.01937113,0.01021338,0.02632965,0.4873407,233.3349,0.4291035,-1,14.93469,"ECU_N2010Y",0.01429,0.02728,0.03711,0.04704,0.05828,0.07193,0.08936,0.116,0.1639,0.3748
"432",0,1,"ECU","Ecuador","XX","N",2011,2011,"Y",0.5472345,1.916375,373.0158,0.04732365,0.01776669,0.01038973,0.02649166,0.4587732,256.4455,0.3868453,-1,15.177355,"ECU_N2011Y",0.01488,0.0293,0.0397,0.04988,0.06205,0.07695,0.09472,0.1224,0.169,0.3412
"433",0,1,"ECU","Ecuador","XX","N",2012,2012,"Y",0.5472345,1.916375,397.4407,0.04563318,0.01559595,0.00820363,0.02110831,0.4611094,277.173,0.3885038,-1,15.419666,"ECU_N2012Y",0.01466,0.02867,0.03921,0.05041,0.06299,0.07716,0.09472,0.1208,0.1652,0.3461
"434",0,1,"ECU","Ecuador","XX","N",2013,2013,"Y",0.5472345,1.916375,411.272,0.03280304,0.01050792,0.005311469,0.01337384,0.4686383,275.2741,0.3902224,-1,15.661547,"ECU_N2013Y",0.01621,0.02913,0.03871,0.04867,0.06038,0.07442,0.0919,0.1186,0.1652,0.3568
"435",0,1,"ECU","Ecuador","XX","N",2015,2015,"Y",0.5472345,1.916375,418.812,0.03524505,0.01250482,0.006786387,0.0161843,0.4595412,286.7534,0.3815694,-1,16.144368,"ECU_N2015Y",0.01568,0.02996,0.04032,0.05061,0.06184,0.0761,0.09361,0.1192,0.1636,0.349
"436",0,0,"EGY","Egypt, Arab Republic of","XX","N",1981,1990.5,"X",2.777,2.496822,114.647,0.3427216,0.08224237,0.02678095,0.1042283,0.3200394,93.00098,0.1693378,0.2553803,45.216506,"EGY_N1990X",0.03849,0.04866,0.05792,0.06691,0.07621,0.08649,0.09884,0.1155,0.1436,0.2673
"437",0,0,"EGY","Egypt, Arab Republic of","XX","N",1984,1990.5,"X",2.777,2.496822,125.365,0.2795303,0.06084192,0.01801913,0.07576505,0.3200394,101.6954,0.1693378,0.2553803,48.868951,"EGY_N1990X",0.03849,0.04866,0.05792,0.06691,0.07621,0.08649,0.09884,0.1155,0.1436,0.2673
"438",0,0,"EGY","Egypt, Arab Republic of","XX","N",1987,1990.5,"X",2.777,2.496822,131.1235,0.2533191,0.05356842,0.01636659,0.06472481,0.3200394,106.3666,0.1693378,0.2553803,53.066229,"EGY_N1990X",0.03849,0.04866,0.05792,0.06691,0.07621,0.08649,0.09884,0.1155,0.1436,0.2673
"439",1,0,"EGY","Egypt, Arab Republic of","XX","N",1990,1990.5,"X",2.777,2.496822,138.8034,0.2166149,0.04294359,0.01252441,0.05137367,-1,-1,-1,-1,57.412215,"EGY_N1990X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"440",1,0,"EGY","Egypt, Arab Republic of","XX","N",1993,NA,"X",2.777,2.496822,136.74,0.2071391,0.037933,0.01051143,0.04493647,-1,-1,-1,-1,61.275601,"EGY_N1990X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"441",1,0,"EGY","Egypt, Arab Republic of","XX","N",1996,NA,"X",2.777,2.496822,137.1038,0.1779383,0.02940325,0.007716186,0.03452575,-1,-1,-1,-1,64.933456,"EGY_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"442",1,0,"EGY","Egypt, Arab Republic of","XX","N",1999,NA,"X",2.777,2.496822,160.1797,0.1071074,0.01705057,0.004733528,0.02007786,-1,-1,-1,-1,68.626664,"EGY_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"443",1,1,"EGY","Egypt, Arab Republic of","XX","N",2002,NA,"X",2.777,2.496822,159.8385,0.1174725,0.020376,0.005753769,0.02421572,-1,-1,-1,-1,72.590118,"EGY_N1999X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"444",1,1,"EGY","Egypt, Arab Republic of","XX","N",2005,NA,"X",2.777,2.496822,148.2199,0.1482269,0.02658266,0.007375348,0.03153013,-1,-1,-1,-1,76.778149,"EGY_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"445",1,1,"EGY","Egypt, Arab Republic of","XX","N",2008,NA,"X",2.777,2.496822,148.9722,0.1341,0.02432572,0.006895924,0.02898655,-1,-1,-1,-1,80.953881,"EGY_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"446",1,1,"EGY","Egypt, Arab Republic of","XX","N",2010,NA,"X",2.777,2.496822,155.2016,0.118157,0.02035661,0.005575482,0.02409799,-1,-1,-1,-1,84.107606,"EGY_N2008X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"447",1,1,"EGY","Egypt, Arab Republic of","XX","N",2011,NA,"X",2.777,2.496822,157.9777,0.1048047,0.01796162,0.004898676,0.02124712,-1,-1,-1,-1,85.897561,"EGY_N2010X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"448",1,1,"EGY","Egypt, Arab Republic of","XX","N",2012,NA,"X",2.777,2.496822,159.5908,0.09108875,0.01563269,0.004326486,0.01854386,-1,-1,-1,-1,87.813257,"EGY_N2010X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"449",1,1,"EGY","Egypt, Arab Republic of","XX","N",2013,NA,"X",2.777,2.496822,163.2235,0.081432,0.01387637,0.003821497,0.01644017,-1,-1,-1,-1,89.807433,"EGY_N2012X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"450",0,1,"EGY","Egypt, Arab Republic of","XX","N",2015,2015,"X",2.777,2.496822,183.1198,0.05401813,0.008796084,0.00221126,0.0102466,0.3182336,146.6669,0.1697973,-1,93.778172,"EGY_N2015X",0.0392,0.05203,0.06014,0.06778,0.07572,0.08467,0.09528,0.1103,0.1371,0.2778
"451",0,1,"ETH","Ethiopia","XX","N",1981,1995.25,"X",5.438614,1.095902,75.08774,0.228337,0.05780844,0.02144566,0.0740948,0.4456451,50.03377,0.3411386,-1,36.120288,"ETH_N1995X",0.02591,0.03754,0.04585,0.05325,0.06187,0.07173,0.0845,0.1031,0.1358,0.3805
"452",0,1,"ETH","Ethiopia","XX","N",1984,1995.25,"X",5.438614,1.095902,72.82759,0.2481281,0.06325256,0.02376257,0.08138772,0.4456451,48.52775,0.3411386,-1,39.518801,"ETH_N1995X",0.02591,0.03754,0.04585,0.05325,0.06187,0.07173,0.0845,0.1031,0.1358,0.3805
"453",0,1,"ETH","Ethiopia","XX","N",1987,1995.25,"X",5.438614,1.095902,73.41517,0.2436741,0.06178215,0.0231347,0.07941495,0.4456451,48.91927,0.3411386,-1,43.493283,"ETH_N1995X",0.02591,0.03754,0.04585,0.05325,0.06187,0.07173,0.0845,0.1031,0.1358,0.3805
"454",0,1,"ETH","Ethiopia","XX","N",1990,1995.25,"X",5.438614,1.095902,68.30902,0.2907807,0.07607566,0.0292779,0.09866218,0.4456451,45.51686,0.3411386,-1,48.086516,"ETH_N1995X",0.02591,0.03754,0.04585,0.05325,0.06187,0.07173,0.0845,0.1031,0.1358,0.3805
"455",0,1,"ETH","Ethiopia","XX","N",1993,1995.25,"X",5.438614,1.095902,58.8775,0.3920125,0.112926,0.04607578,0.1494355,0.4456451,39.23228,0.3411386,-1,53.532956,"ETH_N1995X",0.02591,0.03754,0.04585,0.05325,0.06187,0.07173,0.0845,0.1031,0.1358,0.3805
"456",1,1,"ETH","Ethiopia","XX","N",1996,NA,"X",5.438614,1.095902,65.00445,0.2925831,0.07560916,0.02910037,0.09807736,-1,-1,-1,-1,59.155148,"ETH_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"457",1,1,"ETH","Ethiopia","XX","N",1999,NA,"X",5.438614,1.095902,60.00211,0.20543,0.04390041,0.01475001,0.05459985,-1,-1,-1,-1,64.640054,"ETH_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"458",1,1,"ETH","Ethiopia","XX","N",2002,NA,"X",5.438614,1.095902,67.54652,0.1114611,0.01995469,0.005644271,0.02376419,-1,-1,-1,-1,70.497192,"ETH_N1999X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"459",1,1,"ETH","Ethiopia","XX","N",2005,NA,"X",5.438614,1.095902,81.30463,0.04832395,0.007815065,0.002060485,0.009215585,-1,-1,-1,-1,76.727083,"ETH_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"460",1,1,"ETH","Ethiopia","XX","N",2008,NA,"X",5.438614,1.095902,84.42273,0.06526577,0.01378936,0.004526775,0.01709926,-1,-1,-1,-1,83.184892,"ETH_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"461",1,1,"ETH","Ethiopia","XX","N",2010,NA,"X",5.438614,1.095902,86.84577,0.07654219,0.01696095,0.005770398,0.02121754,-1,-1,-1,-1,87.70267,"ETH_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"462",1,1,"ETH","Ethiopia","XX","N",2011,NA,"X",5.438614,1.095902,89.78459,0.07787183,0.01758501,0.006017991,0.02202216,-1,-1,-1,-1,90.046756,"ETH_N2010X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"463",1,1,"ETH","Ethiopia","XX","N",2012,NA,"X",5.438614,1.095902,93.16366,0.08035088,0.01810949,0.00621066,0.02267486,-1,-1,-1,-1,92.444183,"ETH_N2010X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"464",1,1,"ETH","Ethiopia","XX","N",2013,NA,"X",5.438614,1.095902,97.90783,0.07866536,0.01757118,0.005959487,0.02192381,-1,-1,-1,-1,94.887724,"ETH_N2010X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"465",1,1,"ETH","Ethiopia","XX","N",2015,NA,"X",5.438614,1.095902,108.2432,0.07272379,0.01565445,0.005129596,0.01934529,-1,-1,-1,-1,99.873033,"ETH_N2010X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"466",0,1,"FJI","Fiji","XX","N",1981,2002.5,"X",1.216541,2.956578,181.468,0.2477023,0.06715269,0.02604189,0.08704295,0.3810205,137.3804,0.2401027,-1,0.650955,"FJI_N2002X",0.02717,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
"467",0,1,"FJI","Fiji","XX","N",1984,2002.5,"X",1.216541,2.956578,165.0845,0.2993014,0.08569531,0.03473759,0.1127943,0.3810205,124.9772,0.2401027,-1,0.700366,"FJI_N2002X",0.02717,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
"468",0,1,"FJI","Fiji","XX","N",1987,2002.5,"X",1.216541,2.956578,153.759,0.338822,0.1016915,0.04255847,0.1354408,0.3810205,116.4032,0.2401027,-1,0.721725,"FJI_N2002X",0.02717,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
"469",0,1,"FJI","Fiji","XX","N",1990,2002.5,"X",1.216541,2.956578,174.7767,0.2669727,0.07418359,0.02927212,0.09672715,0.3810205,132.3147,0.2401027,-1,0.728628,"FJI_N2002X",0.02717,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
"470",0,1,"FJI","Fiji","XX","N",1993,2002.5,"X",1.216541,2.956578,177.8317,0.2591037,0.07086934,0.02774664,0.09215623,0.3810205,134.6275,0.2401027,-1,0.755026,"FJI_N2002X",0.02717,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
"471",0,1,"FJI","Fiji","XX","N",1996,2002.5,"X",1.216541,2.956578,193.2321,0.2152202,0.05650498,0.02125189,0.07251877,0.3810205,146.2864,0.2401027,-1,0.784476,"FJI_N2002X",0.02717,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
"472",0,1,"FJI","Fiji","XX","N",1999,2002.5,"X",1.216541,2.956578,202.598,0.1954811,0.04932573,0.01810745,0.06283734,0.3810205,153.3768,0.2401027,-1,0.806494,"FJI_N2002X",0.02717,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
"473",1,1,"FJI","Fiji","XX","N",2002,2002.5,"X",1.216541,2.956578,207.2736,0.1843529,0.04606707,0.01672599,0.05849073,-1,-1,-1,-1,0.815691,"FJI_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"474",1,1,"FJI","Fiji","XX","N",2005,NA,"X",1.216541,2.956578,227.1941,0.1486618,0.03529125,0.0122841,0.04423495,-1,-1,-1,-1,0.821817,"FJI_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"475",1,1,"FJI","Fiji","XX","N",2008,NA,"X",1.216541,2.956578,234.0777,0.1358807,0.03242646,0.01115627,0.04046077,-1,-1,-1,-1,0.84334,"FJI_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"476",1,1,"FJI","Fiji","XX","N",2010,NA,"X",1.216541,2.956578,226.8426,0.1363739,0.03105935,0.01036378,0.03845502,-1,-1,-1,-1,0.85995,"FJI_N2008X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"477",1,1,"FJI","Fiji","XX","N",2011,NA,"X",1.216541,2.956578,225.9145,0.1315967,0.02830834,0.009140027,0.03476991,-1,-1,-1,-1,0.867086,"FJI_N2008X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
